@relation 'pacmanInformation-weka.filters.unsupervised.attribute.Remove-R7-8,17-22-weka.filters.unsupervised.attribute.Remove-R16'

@attribute PacPosX numeric
@attribute PacPosY numeric
@attribute ActN {North,None}
@attribute ActSo {South,None}
@attribute ActE {East,None}
@attribute ActW {West,None}
@attribute G1PosX numeric
@attribute G1PosY numeric
@attribute G2PosX numeric
@attribute G2PosY numeric
@attribute G3PosX numeric
@attribute G3PosY numeric
@attribute G4PosX numeric
@attribute G4PosY numeric
@attribute Score numeric
@attribute PacDir {North,South,East,West,Stop,None}

@data
8,9,None,None,East,West,4,2,9,5,7,1,18,7,3961,West
7,9,None,None,East,West,4,2,9,6,7,1,18,6,4060,West
6,9,None,South,East,None,4,1,10,6,8,1,18,7,4159,West
6,8,North,South,None,None,4,2,10,7,9,1,18,7,4258,South
6,7,North,South,East,West,4,1,10,7,10,1,18,8,4257,South
7,7,None,None,East,West,4,1,11,7,9,1,18,7,4256,East
8,7,None,None,East,West,3,1,12,7,9,1,18,8,4255,East
9,7,None,South,East,West,3,1,11,7,9,1,18,8,4254,East
10,7,None,South,East,West,4,1,3,1,10,1,18,9,4453,East
11,7,None,None,East,West,4,2,3,1,9,1,18,8,4452,East
9,1,None,None,East,West,3,3,8,5,11,5,18,9,0,Stop
10,1,None,None,East,West,3,3,8,5,11,5,18,9,99,East
11,1,None,None,East,West,3,3,8,5,11,5,18,9,198,East
12,1,None,None,East,West,3,3,8,5,11,5,18,9,297,East
13,1,North,None,None,West,3,3,8,5,11,5,18,9,396,East
13,2,North,South,None,None,3,3,8,5,11,5,18,9,495,North
13,3,North,South,East,West,3,3,8,5,11,5,18,9,594,North
13,4,North,South,None,None,3,3,8,5,11,5,18,9,693,North
13,5,North,South,East,None,3,3,8,5,11,5,18,9,792,North
13,6,North,South,None,None,3,3,8,5,11,5,18,9,891,North
13,7,North,South,East,West,3,3,8,5,11,5,18,9,990,North
12,7,None,None,East,West,3,3,8,5,11,5,18,9,1089,West
11,7,None,None,East,West,3,3,8,5,11,5,18,9,1188,West
10,7,None,South,East,West,3,3,8,5,11,5,18,9,1287,West
10,6,North,South,None,West,3,3,8,5,11,5,18,9,1286,South
9,1,None,None,East,West,3,3,8,5,11,5,18,9,0,Stop
10,1,None,None,East,West,3,3,8,5,11,5,18,9,99,East
11,1,None,None,East,West,3,3,8,5,11,5,18,9,198,East
12,1,None,None,East,West,3,3,8,5,11,5,18,9,297,East
13,1,North,None,None,West,3,3,8,5,11,5,18,9,396,East
13,2,North,South,None,None,3,3,8,5,11,5,18,9,495,North
13,3,North,South,East,West,3,3,8,5,11,5,18,9,594,North
13,4,North,South,None,None,3,3,8,5,11,5,18,9,693,North
13,5,North,South,East,None,3,3,8,5,11,5,18,9,792,North
13,6,North,South,None,None,3,3,8,5,11,5,18,9,891,North
13,7,North,South,East,West,3,3,8,5,11,5,18,9,990,North
12,7,None,None,East,West,3,3,8,5,11,5,18,9,1089,West
11,7,None,None,East,West,3,3,8,5,11,5,18,9,1188,West
10,7,None,South,East,West,3,3,8,5,11,5,18,9,1287,West
10,6,North,South,None,West,3,3,8,5,11,5,18,9,1286,South
1,18,None,South,East,None,5,9,11,3,17,6,25,13,0,Stop
1,17,North,South,None,None,5,9,11,3,17,6,25,13,-1,South
1,16,North,South,East,None,5,9,11,3,17,6,25,13,-2,South
2,16,None,South,East,West,5,9,11,3,17,6,25,13,-3,East
2,15,North,South,East,West,5,9,11,3,17,6,25,13,-4,South
2,14,North,None,East,West,5,9,11,3,17,6,25,13,-5,South
3,14,North,None,East,West,5,9,11,3,17,6,25,13,-6,East
4,14,North,None,East,West,5,9,11,3,17,6,25,13,-7,East
5,14,North,None,East,West,5,9,11,3,17,6,25,13,-8,East
6,14,North,None,East,West,5,9,11,3,17,6,25,13,-9,East
7,14,North,None,East,West,5,9,11,3,17,6,25,13,-10,East
8,14,North,South,East,West,5,9,11,3,17,6,25,13,-11,East
8,13,North,South,East,None,5,9,11,3,17,6,25,13,-12,South
8,12,North,South,East,West,5,9,11,3,17,6,25,13,-13,South
8,11,North,South,East,None,5,9,11,3,17,6,25,13,-14,South
8,10,North,South,East,None,5,9,11,3,17,6,25,13,-15,South
8,9,North,South,East,None,5,9,11,3,17,6,25,13,-16,South
8,8,North,South,East,None,5,9,11,3,17,6,25,13,-17,South
8,7,North,South,East,None,5,9,11,3,17,6,25,13,-18,South
8,6,North,South,East,West,5,9,11,3,17,6,25,13,-19,South
7,6,None,None,East,West,5,9,11,3,17,6,25,13,-20,West
6,6,North,None,East,West,5,9,11,3,17,6,25,13,-21,West
6,7,North,South,None,West,5,9,11,3,17,6,25,13,-22,North
5,7,North,South,East,West,5,9,11,3,17,6,25,13,-23,West
5,8,North,South,East,West,5,9,11,3,17,6,25,13,-24,North
5,9,North,South,East,West,1,1,11,3,17,6,25,13,175,North
6,9,North,South,None,West,1,1,11,3,17,6,25,13,174,East
6,8,North,South,None,West,1,1,11,3,17,6,25,13,173,South
6,7,North,South,None,West,1,1,11,3,17,6,25,13,172,South
6,6,North,None,East,West,1,1,11,3,17,6,25,13,171,South
7,6,None,None,East,West,1,1,11,3,17,6,25,13,170,East
8,6,North,South,East,West,1,1,11,3,17,6,25,13,169,East
8,5,North,South,East,None,1,1,11,3,17,6,25,13,168,South
9,5,North,South,East,West,1,1,11,3,17,6,25,13,167,East
9,4,North,South,East,West,1,1,11,3,17,6,25,13,166,South
9,3,North,None,East,West,1,1,11,3,17,6,25,13,165,South
10,3,North,None,East,West,1,1,11,3,17,6,25,13,164,East
11,3,North,None,None,West,1,1,3,1,17,6,25,13,363,East
11,4,North,South,None,West,1,1,3,1,17,6,25,13,362,North
11,5,North,South,None,West,1,1,3,1,17,6,25,13,361,North
11,6,North,South,None,West,1,1,3,1,17,6,25,13,360,North
11,7,North,South,None,West,1,1,3,1,17,6,25,13,359,North
11,8,North,South,None,West,1,1,3,1,17,6,25,13,358,North
11,9,North,South,None,West,1,1,3,1,17,6,25,13,357,North
11,10,North,South,None,West,1,1,3,1,17,6,25,13,356,North
11,11,North,South,None,West,1,1,3,1,17,6,25,13,355,North
11,12,None,South,East,West,1,1,3,1,17,6,25,13,354,North
12,12,None,None,East,West,1,1,3,1,17,6,25,13,353,East
13,12,None,South,East,West,1,1,3,1,17,6,25,13,352,East
13,11,North,South,East,None,1,1,3,1,17,6,25,13,351,South
14,11,North,South,East,West,1,1,3,1,17,6,25,13,350,East
14,10,North,South,East,West,1,1,3,1,17,6,25,13,349,South
14,9,North,South,None,West,1,1,3,1,17,6,25,13,348,South
14,8,North,South,East,West,1,1,3,1,17,6,25,13,347,South
14,7,North,South,None,West,1,1,3,1,17,6,25,13,346,South
14,6,North,South,East,West,1,1,3,1,17,6,25,13,345,South
15,6,None,None,East,West,1,1,3,1,17,6,25,13,344,East
16,6,None,None,East,West,1,1,3,1,17,6,25,13,343,East
1,18,None,South,East,None,5,9,11,3,17,6,25,13,0,Stop
1,17,North,South,None,None,5,8,11,3,18,6,25,13,-1,South
1,16,North,South,East,None,5,8,11,3,18,6,25,14,-2,South
2,16,None,South,East,West,6,8,11,3,18,6,24,14,-3,East
2,15,North,South,East,West,6,8,11,3,18,5,23,14,-4,South
2,14,North,None,East,West,6,8,10,3,19,5,23,13,-5,South
3,14,North,None,East,West,5,8,9,3,19,6,22,13,-6,East
4,14,North,None,East,West,4,8,9,3,19,5,23,13,-7,East
5,14,North,None,East,West,4,9,9,4,19,4,22,13,-8,East
6,14,North,None,East,West,4,9,10,4,20,4,23,13,-9,East
7,14,North,None,East,West,3,9,11,4,20,3,23,13,-10,East
8,14,North,South,East,West,4,9,10,4,19,3,22,13,-11,East
8,13,North,South,East,None,3,9,11,4,19,3,22,13,-12,South
8,12,North,South,East,West,4,9,11,3,20,3,22,13,-13,South
8,11,North,South,East,None,5,9,10,3,19,3,23,13,-14,South
8,10,North,South,East,None,5,8,10,3,18,3,22,13,-15,South
8,9,North,South,East,None,5,7,10,4,18,3,23,13,-16,South
8,8,North,South,East,None,4,7,11,4,18,3,22,13,-17,South
8,7,North,South,East,None,4,6,11,4,17,3,22,14,-18,South
8,6,North,South,East,West,5,6,11,5,17,3,22,13,-19,South
7,6,None,None,East,West,6,6,11,4,17,3,22,14,-20,West
6,6,North,None,East,West,1,1,11,3,16,3,23,14,179,West
5,6,North,South,East,West,1,1,11,3,16,4,23,14,178,West
5,5,North,South,None,West,1,1,11,3,16,4,24,14,177,South
5,4,North,South,None,West,1,1,10,3,16,4,25,14,176,South
5,3,North,None,East,West,1,1,9,3,15,4,25,15,175,South
6,3,None,None,East,West,1,1,9,4,16,4,25,16,174,East
7,3,None,None,East,West,1,1,9,3,17,4,25,17,173,East
8,3,North,None,East,West,1,1,10,3,18,4,25,17,172,East
9,3,North,None,East,West,1,1,3,1,18,3,25,18,371,East
10,3,North,None,East,West,1,1,3,1,19,3,24,18,370,East
11,3,North,None,None,West,1,1,3,1,18,3,24,18,369,East
11,4,North,South,None,West,1,1,3,1,19,3,25,18,368,North
11,5,North,South,None,West,1,1,3,1,20,3,25,17,367,North
11,6,North,South,None,West,1,1,3,1,19,3,25,18,366,North
11,7,North,South,None,West,1,1,3,1,19,3,25,17,365,North
11,8,North,South,None,West,1,1,3,1,19,3,25,16,364,North
11,9,North,South,None,West,1,1,3,1,19,3,24,16,363,North
11,10,North,South,None,West,1,1,3,1,19,3,24,16,362,North
11,11,North,South,None,West,1,1,3,1,20,3,25,16,361,North
11,12,None,South,East,West,1,1,3,1,20,4,25,15,360,North
12,12,None,None,East,West,1,1,3,1,19,4,25,15,359,East
13,12,None,South,East,West,1,1,3,1,18,4,24,15,358,East
13,11,North,South,East,None,1,1,3,1,19,4,24,15,357,South
14,11,North,South,East,West,1,1,3,1,18,4,24,14,356,East
14,10,North,South,East,West,1,1,3,1,17,4,24,14,355,South
14,9,North,South,None,West,1,1,3,1,17,3,24,14,354,South
14,8,North,South,East,West,1,1,3,1,17,3,23,14,353,South
14,7,North,South,None,West,1,1,3,1,16,3,23,15,352,South
14,6,North,South,East,West,1,1,3,1,17,3,23,16,351,South
14,5,North,South,None,West,1,1,3,1,17,4,22,16,350,South
14,4,North,South,East,West,1,1,3,1,16,4,22,16,349,South
15,4,None,South,East,West,1,1,3,1,17,4,22,15,348,East
16,4,None,South,East,West,1,1,3,1,17,4,22,14,347,East
17,4,North,South,East,West,1,1,3,1,5,1,22,14,546,East
17,5,North,South,East,None,1,1,3,1,5,1,22,15,545,North
18,5,North,South,East,West,1,1,3,1,5,1,22,16,544,East
18,6,None,South,East,West,1,1,3,1,5,1,22,16,543,North
19,6,None,South,East,West,1,1,3,1,5,1,23,16,542,East
20,6,None,South,East,West,1,1,3,1,5,1,23,15,541,East
21,6,None,None,East,West,1,1,3,1,5,1,23,14,540,East
22,6,None,None,East,West,1,1,3,1,5,1,23,15,539,East
23,6,North,South,East,West,1,1,3,1,5,1,23,16,538,East
23,7,North,South,East,None,1,1,3,1,5,1,24,16,537,North
24,7,North,South,East,West,1,1,3,1,5,1,23,16,536,East
1,18,None,South,East,None,5,9,11,3,17,6,25,13,0,Stop
1,17,North,South,None,None,5,9,11,4,16,6,25,13,-1,South
1,16,North,South,East,None,5,9,10,4,15,6,25,13,-2,South
2,16,None,South,East,West,6,9,9,4,14,6,25,14,-3,East
2,15,North,South,East,West,6,9,10,4,14,6,25,15,-4,South
2,14,North,None,East,West,6,10,10,5,14,7,25,15,-5,South
3,14,North,None,East,West,6,9,10,4,13,7,24,15,-6,East
4,14,North,None,East,West,6,10,9,4,13,6,24,14,-7,East
5,14,North,None,East,West,5,10,10,4,14,6,24,14,-8,East
6,14,North,None,East,West,6,10,11,4,13,6,25,14,-9,East
7,14,North,None,East,West,6,9,10,4,14,6,25,15,-10,East
8,14,North,South,East,West,6,10,10,4,14,5,24,15,-11,East
8,13,North,South,East,None,5,10,10,3,14,6,24,16,-12,South
8,12,North,South,East,West,6,10,10,4,15,6,23,16,-13,South
8,11,North,South,East,None,6,9,11,4,14,6,22,16,-14,South
8,10,North,South,East,None,6,8,11,5,14,7,23,16,-15,South
8,9,North,South,East,None,6,7,10,5,14,7,23,16,-16,South
8,8,North,South,East,None,6,8,10,4,14,7,23,15,-17,South
8,7,North,South,East,None,6,8,10,3,14,8,22,15,-18,South
8,6,North,South,East,West,6,9,10,4,14,8,22,15,-19,South
8,5,North,South,East,None,5,9,10,4,14,8,23,15,-20,South
9,5,North,South,East,West,6,9,10,5,15,8,23,15,-21,East
10,5,North,South,East,West,6,10,3,1,15,8,23,15,178,East
10,6,North,South,East,West,5,10,3,1,16,8,24,15,177,North
10,7,North,South,East,West,5,10,3,1,17,8,24,16,176,North
10,8,North,South,East,West,5,9,3,1,18,8,24,15,175,North
10,9,North,South,East,West,5,10,3,1,18,8,25,15,174,North
10,10,North,South,East,West,4,10,3,1,19,8,25,16,173,North
9,10,North,South,East,West,5,10,3,1,19,8,25,15,172,West
8,10,North,South,East,None,5,10,3,1,18,8,25,15,171,West
8,9,North,South,East,None,5,10,3,1,17,8,25,16,170,South
8,8,North,South,East,None,5,9,3,1,18,8,25,16,169,South
8,7,North,South,East,None,5,9,3,1,18,8,25,17,168,South
8,6,North,South,East,West,5,10,3,1,17,8,25,18,167,South
7,6,None,None,East,West,5,9,3,1,17,8,25,17,166,West
6,6,North,None,East,West,5,10,3,1,18,8,25,18,165,West
6,7,North,South,None,West,4,10,3,1,18,8,25,18,164,North
5,7,North,South,East,West,3,10,3,1,19,8,25,17,163,West
5,8,North,South,East,West,4,10,3,1,19,8,25,16,162,North
5,9,North,South,East,West,4,9,3,1,19,8,25,17,161,North
1,18,None,South,East,None,5,9,11,3,17,6,25,13,0,Stop
1,17,North,South,None,None,5,8,11,4,16,6,25,13,-1,South
1,16,North,South,East,None,5,9,10,4,16,6,25,13,-2,South
2,16,None,South,East,West,5,9,10,3,17,6,25,14,-3,East
2,15,North,South,East,West,6,9,9,3,16,6,25,15,-4,South
2,14,North,None,East,West,6,10,9,3,16,6,25,15,-5,South
3,14,North,None,East,West,6,9,9,4,15,6,25,14,-6,East
4,14,North,None,East,West,5,9,8,4,16,6,24,14,-7,East
5,14,North,None,East,West,4,9,8,5,17,6,25,14,-8,East
6,14,North,None,East,West,5,9,8,4,17,6,25,13,-9,East
7,14,North,None,East,West,5,8,8,4,17,5,25,14,-10,East
8,14,North,South,East,West,5,8,8,3,17,4,25,14,-11,East
8,13,North,South,East,None,5,7,9,3,17,5,25,14,-12,South
8,12,North,South,East,West,6,7,9,3,17,6,25,14,-13,South
8,11,North,South,East,None,5,7,9,4,18,6,25,14,-14,South
8,10,North,South,East,None,5,8,9,5,18,5,25,14,-15,South
8,9,North,South,East,None,5,9,9,4,19,5,24,14,-16,South
8,8,North,South,East,None,5,10,9,4,19,4,24,14,-17,South
8,7,North,South,East,None,5,10,9,3,20,4,24,14,-18,South
9,7,North,South,East,West,6,10,9,3,19,4,25,14,-19,East
9,6,North,South,East,West,6,10,9,3,18,4,24,14,-20,South
9,5,North,South,East,West,5,10,9,3,18,3,24,15,-21,South
9,4,North,South,East,West,6,10,9,3,18,4,25,15,-22,South
9,3,North,None,East,West,6,9,3,1,17,4,25,15,177,South
8,3,North,None,East,West,5,9,3,1,18,4,25,14,176,West
8,4,North,South,East,None,5,8,3,1,17,4,25,14,175,North
8,5,North,South,East,None,6,8,3,1,17,5,25,14,174,North
8,6,North,South,East,West,6,8,3,1,17,4,24,14,173,North
8,7,North,South,East,None,6,9,3,1,17,4,24,14,172,North
8,8,North,South,East,None,6,8,3,1,17,5,25,14,171,North
8,9,North,South,East,None,6,7,3,1,18,5,25,13,170,North
8,10,North,South,East,None,5,7,3,1,19,5,25,14,169,North
8,11,North,South,East,None,5,7,3,1,20,5,25,15,168,North
8,12,North,South,East,West,5,6,3,1,20,5,25,16,167,North
7,12,None,None,East,West,5,5,3,1,19,5,24,16,166,West
6,12,None,None,East,West,5,5,3,1,19,6,25,16,165,West
5,12,None,None,East,West,5,6,3,1,18,6,25,16,164,West
4,12,None,None,East,West,6,6,3,1,18,5,25,16,163,West
3,12,None,None,East,West,5,6,3,1,17,5,24,16,162,West
2,12,None,None,East,West,4,6,3,1,17,6,24,16,161,West
1,12,North,South,East,None,4,7,3,1,16,6,23,16,160,West
1,11,North,South,None,None,3,7,3,1,17,6,23,16,159,South
1,10,North,South,None,None,3,6,3,1,16,6,24,16,158,South
1,9,North,South,None,None,3,6,3,1,16,6,23,16,157,South
1,8,North,South,None,None,2,6,3,1,17,6,23,16,156,South
1,7,North,South,None,None,3,6,3,1,16,6,22,16,155,South
1,6,North,South,East,None,4,6,3,1,15,6,23,16,154,South
2,6,None,South,East,West,4,6,3,1,15,6,24,16,153,East
3,6,North,South,East,West,4,7,3,1,16,6,24,16,152,East
3,7,North,South,East,None,5,7,3,1,15,6,24,16,151,North
4,7,North,South,East,West,5,6,3,1,14,6,25,16,150,East
4,6,North,South,East,West,5,6,3,1,14,5,25,16,149,South
5,6,North,South,East,West,1,1,3,1,14,5,25,17,348,East
5,5,North,South,None,West,1,1,3,1,14,5,25,17,347,South
5,4,North,South,None,West,1,1,3,1,13,5,25,17,346,South
5,3,North,None,East,West,1,1,3,1,13,6,25,18,345,South
6,3,None,None,East,West,1,1,3,1,13,6,24,18,344,East
7,3,None,None,East,West,1,1,3,1,13,6,23,18,343,East
8,3,North,None,East,West,1,1,3,1,13,5,23,18,342,East
8,4,North,South,East,None,1,1,3,1,13,6,24,18,341,North
9,4,North,South,East,West,1,1,3,1,13,7,23,18,340,East
9,5,North,South,East,West,1,1,3,1,13,6,24,18,339,North
9,6,North,South,East,West,1,1,3,1,13,5,23,18,338,North
10,6,North,South,East,West,1,1,3,1,13,5,23,18,337,East
10,5,North,South,East,West,1,1,3,1,14,5,23,18,336,South
11,5,North,South,None,West,1,1,3,1,14,6,22,18,335,East
11,6,North,South,None,West,1,1,3,1,15,6,23,18,334,North
11,7,North,South,None,West,1,1,3,1,16,6,22,18,333,North
11,8,North,South,None,West,1,1,3,1,15,6,21,18,332,North
11,9,North,South,None,West,1,1,3,1,15,6,20,18,331,North
11,10,North,South,None,West,1,1,3,1,16,6,19,18,330,North
11,11,North,South,None,West,1,1,3,1,17,6,20,18,329,North
11,12,None,South,East,West,1,1,3,1,18,6,19,18,328,North
12,12,None,None,East,West,1,1,3,1,17,6,18,18,327,East
13,12,None,South,East,West,1,1,3,1,16,6,19,18,326,East
13,11,North,South,East,None,1,1,3,1,17,6,19,17,325,South
14,11,North,South,East,West,1,1,3,1,17,5,19,17,324,East
14,10,North,South,East,West,1,1,3,1,17,6,20,17,323,South
14,9,North,South,None,West,1,1,3,1,17,6,21,17,322,South
14,8,North,South,East,West,1,1,3,1,16,6,21,18,321,South
14,7,North,South,None,West,1,1,3,1,16,6,21,18,320,South
14,6,North,South,East,West,1,1,3,1,17,6,21,17,319,South
15,6,None,None,East,West,1,1,3,1,17,6,21,18,318,East
16,6,None,None,East,West,1,1,3,1,18,6,20,18,317,East
17,6,None,South,East,West,1,1,3,1,5,1,20,18,516,East
18,6,None,South,East,West,1,1,3,1,5,1,19,18,515,East
1,18,None,South,East,None,5,9,11,3,17,6,25,13,0,Stop
1,17,North,South,None,None,5,9,11,3,16,6,25,13,-1,South
1,16,North,South,East,None,6,9,11,4,15,6,25,13,-2,South
2,16,None,South,East,West,6,10,11,5,16,6,25,14,-3,East
2,15,North,South,East,West,5,10,11,5,16,6,25,14,-4,South
2,14,North,None,East,West,6,10,11,4,17,6,25,15,-5,South
3,14,North,None,East,West,6,10,10,4,16,6,25,15,-6,East
4,14,North,None,East,West,6,9,10,4,17,6,25,15,-7,East
5,14,North,None,East,West,6,8,10,4,16,6,25,15,-8,East
6,14,North,None,East,West,5,8,10,3,17,6,25,14,-9,East
7,14,North,None,East,West,5,7,10,4,17,5,25,13,-10,East
8,14,North,South,East,West,5,8,10,4,17,5,25,14,-11,East
8,13,North,South,East,None,5,9,10,5,17,5,25,13,-12,South
8,12,North,South,East,West,6,9,11,5,17,4,25,13,-13,South
8,11,North,South,East,None,5,9,11,5,16,4,25,13,-14,South
8,10,North,South,East,None,4,9,10,5,15,4,25,13,-15,South
8,9,North,South,East,None,4,9,11,5,15,4,25,14,-16,South
8,8,North,South,East,None,4,10,11,6,14,4,25,15,-17,South
9,8,North,South,East,West,5,10,10,6,13,4,24,15,-18,East
9,7,North,South,East,West,4,10,9,6,13,3,23,15,-19,South
9,6,North,South,East,West,3,10,3,1,13,3,23,16,180,South
9,5,North,South,East,West,4,10,3,1,14,3,24,16,179,South
9,4,North,South,East,West,4,10,3,1,14,3,25,16,178,South
9,3,North,None,East,West,4,9,3,1,14,4,24,16,177,South
10,3,North,None,East,West,4,9,3,1,14,3,23,16,176,East
11,3,North,None,None,West,4,9,3,1,14,4,22,16,175,East
11,4,North,South,None,West,5,9,3,1,14,4,21,16,174,North
11,5,North,South,None,West,4,9,3,1,13,4,21,16,173,North
11,6,North,South,None,West,3,9,3,1,13,4,21,15,172,North
11,7,North,South,None,West,4,9,3,1,14,4,21,16,171,North
11,8,North,South,None,West,4,8,3,1,13,4,21,17,170,North
11,9,North,South,None,West,3,8,3,1,13,5,20,17,169,North
11,10,North,South,None,West,3,8,3,1,13,5,20,16,168,North
11,11,North,South,None,West,3,9,3,1,14,5,20,17,167,North
11,12,None,South,East,West,3,8,3,1,13,5,19,17,166,North
12,12,None,None,East,West,3,7,3,1,14,5,18,17,165,East
13,12,None,South,East,West,3,8,3,1,14,5,17,17,164,East
13,11,North,South,East,None,3,7,3,1,14,5,17,16,163,South
14,11,North,South,East,West,3,7,3,1,14,4,17,17,162,East
14,10,North,South,East,West,3,6,3,1,15,4,17,17,161,South
14,9,North,South,None,West,3,7,3,1,15,4,17,17,160,South
14,8,North,South,East,West,3,6,3,1,16,4,17,17,159,South
14,7,North,South,None,West,4,6,3,1,16,4,16,17,158,South
14,6,North,South,East,West,4,6,3,1,17,4,16,18,157,South
14,5,North,South,None,West,5,6,3,1,17,4,16,17,156,South
14,4,North,South,East,West,5,5,3,1,16,4,16,18,155,South
15,4,None,South,East,West,4,5,3,1,16,4,16,17,154,East
16,4,None,South,East,West,4,4,3,1,5,1,16,18,353,East
17,4,North,South,East,West,4,3,3,1,5,1,15,18,352,East
17,3,North,None,East,West,4,3,3,1,5,1,15,18,351,South
16,3,North,None,East,West,3,3,3,1,5,1,15,18,350,West
15,3,North,None,East,West,2,3,3,1,5,1,15,18,349,West
14,3,North,None,East,West,2,4,3,1,5,1,15,17,348,West
14,4,North,South,East,West,2,3,3,1,5,1,15,18,347,North
13,4,North,South,East,None,2,4,3,1,5,1,15,18,346,West
13,3,North,None,East,None,1,4,3,1,5,1,15,17,345,South
14,3,North,None,East,West,1,4,3,1,5,1,15,17,344,East
14,4,North,South,East,West,1,4,3,1,5,1,15,17,343,North
13,4,North,South,East,None,1,5,3,1,5,1,16,17,342,West
13,5,North,South,East,None,1,4,3,1,5,1,17,17,341,North
13,6,North,South,East,None,1,3,3,1,5,1,17,16,340,North
14,6,North,South,East,West,2,3,3,1,5,1,17,16,339,East
14,7,North,South,None,West,2,3,3,1,5,1,17,17,338,North
14,8,North,South,East,West,1,3,3,1,5,1,16,17,337,North
14,9,North,South,None,West,2,3,3,1,5,1,17,17,336,North
14,10,North,South,East,West,3,3,3,1,5,1,16,17,335,North
14,11,North,South,East,West,3,4,3,1,5,1,16,17,334,North
14,12,North,South,East,West,3,5,3,1,5,1,17,17,333,North
14,13,North,South,None,None,2,5,3,1,5,1,17,16,332,North
14,14,North,South,East,West,2,5,3,1,5,1,17,17,331,North
14,15,North,South,East,West,1,5,3,1,5,1,17,18,330,North
14,16,North,South,East,West,1,5,3,1,5,1,17,18,329,North
14,17,North,South,East,None,1,5,3,1,5,1,17,17,328,North
15,17,North,South,East,West,1,6,3,1,5,1,16,17,327,East
16,17,North,South,East,West,1,6,3,1,5,1,7,1,526,East
16,16,North,South,East,West,1,5,3,1,5,1,7,1,525,South
16,15,North,South,East,West,1,4,3,1,5,1,7,1,524,South
16,14,North,None,East,West,1,3,3,1,5,1,7,1,523,South
15,14,North,None,East,West,1,4,3,1,5,1,7,1,522,West
14,14,North,South,East,West,1,4,3,1,5,1,7,1,521,West
14,13,North,South,None,None,1,3,3,1,5,1,7,1,520,South
14,12,North,South,East,West,2,3,3,1,5,1,7,1,519,South
14,11,North,South,East,West,2,4,3,1,5,1,7,1,518,South
14,10,North,South,East,West,2,3,3,1,5,1,7,1,517,South
14,9,North,South,None,West,3,3,3,1,5,1,7,1,516,South
13,9,North,South,East,None,3,4,3,1,5,1,7,1,515,West
13,8,North,South,East,None,4,4,3,1,5,1,7,1,514,South
13,7,North,South,East,None,5,4,3,1,5,1,7,1,513,South
1,18,None,South,East,None,5,9,11,3,17,6,25,13,0,Stop
1,17,North,South,None,None,5,8,11,4,17,6,25,13,-1,South
1,16,North,South,East,None,5,9,10,4,18,6,25,13,-2,South
2,16,None,South,East,West,5,9,10,3,17,6,25,13,-3,East
2,15,North,South,East,West,6,9,10,3,18,6,25,13,-4,South
2,14,North,None,East,West,5,9,11,3,18,5,25,14,-5,South
3,14,North,None,East,West,5,10,11,4,18,5,25,15,-6,East
4,14,North,None,East,West,5,9,11,3,18,5,25,14,-7,East
5,14,North,None,East,West,5,10,10,3,18,6,25,13,-8,East
6,14,North,None,East,West,5,9,10,3,19,6,25,13,-9,East
7,14,North,None,East,West,5,8,9,3,19,6,25,14,-10,East
8,14,North,South,East,West,4,8,9,4,19,6,25,13,-11,East
8,13,North,South,East,None,4,7,10,4,19,6,25,13,-12,South
8,12,North,South,East,West,4,6,10,5,20,6,25,13,-13,South
8,11,North,South,East,None,4,6,10,6,21,6,25,13,-14,South
9,11,North,South,East,West,4,7,10,5,20,6,25,13,-15,East
9,10,North,South,East,West,4,6,11,5,19,6,25,13,-16,South
9,9,North,South,East,West,3,6,11,5,19,5,25,13,-17,South
9,8,North,South,East,West,3,6,11,6,20,5,25,13,-18,South
9,7,North,South,East,West,2,6,11,7,20,4,25,13,-19,South
10,7,North,South,East,West,2,5,11,7,20,3,25,13,-20,East
11,7,North,South,None,West,1,5,3,1,21,3,25,13,179,East
11,6,North,South,None,West,1,4,3,1,22,3,25,14,178,South
10,6,North,South,East,West,1,3,3,1,21,3,24,14,177,West
10,5,North,South,East,West,2,3,3,1,21,4,24,14,176,South
10,4,North,South,East,West,2,3,3,1,21,3,25,14,175,South
10,3,North,None,East,West,2,3,3,1,21,4,24,14,174,South
9,3,North,None,East,West,2,3,3,1,22,4,25,14,173,West
8,3,North,None,East,West,2,3,3,1,21,4,25,14,172,West
7,3,None,None,East,West,1,3,3,1,21,4,24,14,171,West
6,3,None,None,East,West,1,3,3,1,22,4,24,15,170,West
5,3,North,None,East,West,1,4,3,1,23,4,24,15,169,West
5,4,North,South,None,West,2,4,3,1,23,4,24,16,168,North
4,4,North,South,East,West,2,4,3,1,23,5,25,16,167,West
3,4,North,South,East,West,1,1,3,1,23,6,25,17,366,West
3,5,North,South,East,West,1,1,3,1,24,6,25,18,365,North
3,6,North,South,East,West,1,1,3,1,24,7,24,18,364,North
3,7,North,South,East,None,1,1,3,1,24,8,24,18,363,North
4,7,North,South,East,West,1,1,3,1,23,8,23,18,362,East
4,8,North,South,East,West,1,1,3,1,22,8,22,18,361,North
5,8,North,South,East,West,1,1,3,1,21,8,22,18,360,East
1,18,None,South,East,None,5,9,11,3,17,6,25,13,0,Stop
1,17,North,South,None,None,5,9,11,3,17,6,25,13,-1,South
1,16,North,South,East,None,5,9,11,3,17,6,25,13,-2,South
2,16,None,South,East,West,5,9,11,3,17,6,25,13,-3,East
2,15,North,South,East,West,5,9,11,3,17,6,25,13,-4,South
