@relation pacmanInformation-weka.filters.unsupervised.attribute.Remove-R24

@attribute PacPosX numeric
@attribute PacPosY numeric
@attribute ActN {North,None}
@attribute ActSo {South,None}
@attribute ActE {East,None}
@attribute ActW {West,None}
@attribute ActS {Stop,None}
@attribute NumAgents numeric
@attribute G1PosX numeric
@attribute G1PosY numeric
@attribute G2PosX numeric
@attribute G2PosY numeric
@attribute G3PosX numeric
@attribute G3PosY numeric
@attribute G4PosX numeric
@attribute G4PosY numeric
@attribute DistG1 numeric
@attribute DistG2 numeric
@attribute DistG3 numeric
@attribute DistG4 numeric
@attribute NumDots numeric
@attribute DistDot numeric
@attribute Score numeric
@attribute PacDir {North,South,East,West,Stop,None}

@data
8,3,North,None,East,West,Stop,3,5,9,3,1,18,4,25,14,9,0,11,28,0,0,176,West
8,4,North,South,East,None,Stop,3,5,8,3,1,17,4,25,14,7,0,9,27,0,0,175,North
8,5,North,South,East,None,Stop,3,6,8,3,1,17,5,25,14,5,0,9,25,0,0,174,North
8,6,North,South,East,West,Stop,3,6,8,3,1,17,4,24,14,4,0,11,24,0,0,173,North
8,7,North,South,East,None,Stop,3,6,9,3,1,17,4,24,14,4,0,12,24,0,0,172,North
8,8,North,South,East,None,Stop,3,6,8,3,1,17,5,25,14,2,0,12,22,0,0,171,North
8,9,North,South,East,None,Stop,3,6,7,3,1,18,5,25,13,4,0,14,22,0,0,170,North
8,10,North,South,East,None,Stop,3,5,7,3,1,19,5,25,14,6,0,16,22,0,0,169,North
8,11,North,South,East,None,Stop,3,5,7,3,1,20,5,25,15,7,0,18,22,0,0,168,North
8,12,North,South,East,West,Stop,3,5,6,3,1,20,5,25,16,9,0,19,20,0,0,167,North
7,12,None,None,East,West,Stop,3,5,5,3,1,19,5,24,16,9,0,19,22,0,0,166,West
6,12,None,None,East,West,Stop,3,5,5,3,1,19,6,25,16,8,0,19,23,0,0,165,West
5,12,None,None,East,West,Stop,3,5,6,3,1,18,6,25,16,6,0,19,24,0,0,164,West
4,12,None,None,East,West,Stop,3,6,6,3,1,18,5,25,16,8,0,21,24,0,0,163,West
3,12,None,None,East,West,Stop,3,5,6,3,1,17,5,24,16,8,0,21,25,0,0,162,West
2,12,None,None,East,West,Stop,3,4,6,3,1,17,6,24,16,8,0,21,25,0,0,161,West
1,12,North,South,East,None,Stop,3,4,7,3,1,16,6,23,16,8,0,21,26,0,0,160,West
1,11,North,South,None,None,Stop,3,3,7,3,1,17,6,23,16,6,0,21,28,0,0,159,South
1,10,North,South,None,None,Stop,3,3,6,3,1,16,6,24,16,6,0,19,28,0,0,158,South
1,9,North,South,None,None,Stop,3,3,6,3,1,16,6,23,16,5,0,18,29,0,0,157,South
1,8,North,South,None,None,Stop,3,2,6,3,1,17,6,23,16,3,0,18,29,0,0,156,South
1,7,North,South,None,None,Stop,3,3,6,3,1,16,6,22,16,3,0,16,31,0,0,155,South
1,6,North,South,East,None,Stop,3,4,6,3,1,15,6,23,16,3,0,14,33,0,0,154,South
2,6,None,South,East,West,Stop,3,4,6,3,1,15,6,24,16,2,0,13,32,0,0,153,East
3,6,North,South,East,West,Stop,3,4,7,3,1,16,6,24,16,2,0,13,31,0,0,152,East
3,7,North,South,East,None,Stop,3,5,7,3,1,15,6,24,16,2,0,13,31,0,0,151,North
4,7,North,South,East,West,Stop,3,5,6,3,1,14,6,25,16,2,0,11,30,0,0,150,East
4,6,North,South,East,West,Stop,3,5,6,3,1,14,5,25,16,1,0,11,32,0,0,149,South
5,6,North,South,East,West,Stop,2,1,1,3,1,14,5,25,17,0,0,10,31,0,0,348,East
5,5,North,South,None,West,Stop,2,1,1,3,1,14,5,25,17,0,0,9,32,0,0,347,South
5,4,North,South,None,West,Stop,2,1,1,3,1,13,5,25,17,0,0,9,34,0,0,346,South
5,3,North,None,East,West,Stop,2,1,1,3,1,13,6,25,18,0,0,11,34,0,0,345,South
6,3,None,None,East,West,Stop,2,1,1,3,1,13,6,24,18,0,0,10,32,0,0,344,East
7,3,None,None,East,West,Stop,2,1,1,3,1,13,6,23,18,0,0,9,31,0,0,343,East
8,3,North,None,East,West,Stop,2,1,1,3,1,13,5,23,18,0,0,7,31,0,0,342,East
8,4,North,South,East,None,Stop,2,1,1,3,1,13,6,24,18,0,0,7,29,0,0,341,North
9,4,North,South,East,West,Stop,2,1,1,3,1,13,7,23,18,0,0,7,29,0,0,340,East
9,5,North,South,East,West,Stop,2,1,1,3,1,13,6,24,18,0,0,5,27,0,0,339,North
9,6,North,South,East,West,Stop,2,1,1,3,1,13,5,23,18,0,0,5,26,0,0,338,North
10,6,North,South,East,West,Stop,2,1,1,3,1,13,5,23,18,0,0,4,25,0,0,337,East
10,5,North,South,East,West,Stop,2,1,1,3,1,14,5,23,18,0,0,4,25,0,0,336,South
11,5,North,South,None,West,Stop,2,1,1,3,1,14,6,22,18,0,0,4,25,0,0,335,East
11,6,North,South,None,West,Stop,2,1,1,3,1,15,6,23,18,0,0,4,23,0,0,334,North
11,7,North,South,None,West,Stop,2,1,1,3,1,16,6,22,18,0,0,6,21,0,0,333,North
11,8,North,South,None,West,Stop,2,1,1,3,1,15,6,21,18,0,0,6,19,0,0,332,North
11,9,North,South,None,West,Stop,2,1,1,3,1,15,6,20,18,0,0,7,17,0,0,331,North
11,10,North,South,None,West,Stop,2,1,1,3,1,16,6,19,18,0,0,9,17,0,0,330,North
11,11,North,South,None,West,Stop,2,1,1,3,1,17,6,20,18,0,0,11,15,0,0,329,North
11,12,None,South,East,West,Stop,2,1,1,3,1,18,6,19,18,0,0,13,13,0,0,328,North
12,12,None,None,East,West,Stop,2,1,1,3,1,17,6,18,18,0,0,11,13,0,0,327,East
13,12,None,South,East,West,Stop,2,1,1,3,1,16,6,19,18,0,0,9,11,0,0,326,East
13,11,North,South,East,None,Stop,2,1,1,3,1,17,6,19,17,0,0,9,12,0,0,325,South
14,11,North,South,East,West,Stop,2,1,1,3,1,17,5,19,17,0,0,9,12,0,0,324,East
14,10,North,South,East,West,Stop,2,1,1,3,1,17,6,20,17,0,0,7,14,0,0,323,South
14,9,North,South,None,West,Stop,2,1,1,3,1,17,6,21,17,0,0,6,16,0,0,322,South
14,8,North,South,East,West,Stop,2,1,1,3,1,16,6,21,18,0,0,4,17,0,0,321,South
14,7,North,South,None,West,Stop,2,1,1,3,1,16,6,21,18,0,0,3,17,0,0,320,South
14,6,North,South,East,West,Stop,2,1,1,3,1,17,6,21,17,0,0,3,19,0,0,319,South
15,6,None,None,East,West,Stop,2,1,1,3,1,17,6,21,18,0,0,2,17,0,0,318,East
16,6,None,None,East,West,Stop,2,1,1,3,1,18,6,20,18,0,0,2,16,0,0,317,East
17,6,None,South,East,West,Stop,1,1,1,3,1,5,1,20,18,0,0,0,14,0,0,516,East
18,6,None,South,East,West,Stop,1,1,1,3,1,5,1,19,18,0,0,0,12,0,0,515,East
1,18,None,South,East,None,Stop,4,5,9,11,3,17,6,25,13,13,25,28,29,0,0,0,Stop
1,17,North,South,None,None,Stop,4,5,9,11,3,16,6,25,13,12,24,26,28,0,0,-1,South
1,16,North,South,East,None,Stop,4,6,9,11,4,15,6,25,13,12,22,24,26,0,0,-2,South
2,16,None,South,East,West,Stop,4,6,10,11,5,16,6,25,14,10,20,24,25,0,0,-3,East
2,15,North,South,East,West,Stop,4,5,10,11,5,16,6,25,14,8,19,23,23,0,0,-4,South
2,14,North,None,East,West,Stop,4,6,10,11,4,17,6,25,15,8,19,23,24,0,0,-5,South
3,14,North,None,East,West,Stop,4,6,10,10,4,16,6,25,15,7,17,21,23,0,0,-6,East
4,14,North,None,East,West,Stop,4,6,9,10,4,17,6,25,15,7,16,21,22,0,0,-7,East
5,14,North,None,East,West,Stop,4,6,8,10,4,16,6,25,15,7,15,19,20,0,0,-8,East
6,14,North,None,East,West,Stop,4,5,8,10,3,17,6,25,14,7,15,19,20,0,0,-9,East
7,14,North,None,East,West,Stop,4,5,7,10,4,17,5,25,13,9,13,19,18,0,0,-10,East
8,14,North,South,East,West,Stop,4,5,8,10,4,17,5,25,14,9,12,18,18,0,0,-11,East
8,13,North,South,East,None,Stop,4,5,9,10,5,17,5,25,13,7,10,17,17,0,0,-12,South
8,12,North,South,East,West,Stop,4,6,9,11,5,17,4,25,13,5,10,17,18,0,0,-13,South
8,11,North,South,East,None,Stop,4,5,9,11,5,16,4,25,13,5,9,15,19,0,0,-14,South
8,10,North,South,East,None,Stop,4,4,9,10,5,15,4,25,13,5,7,13,21,0,0,-15,South
8,9,North,South,East,None,Stop,4,4,9,11,5,15,4,25,14,4,7,12,23,0,0,-16,South
8,8,North,South,East,None,Stop,4,4,10,11,6,14,4,25,15,6,5,10,23,0,0,-17,South
9,8,North,South,East,West,Stop,4,5,10,10,6,13,4,24,15,6,3,8,21,0,0,-18,East
9,7,North,South,East,West,Stop,4,4,10,9,6,13,3,23,15,8,1,8,23,0,0,-19,South
9,6,North,South,East,West,Stop,3,3,10,3,1,13,3,23,16,10,0,7,25,0,0,180,South
9,5,North,South,East,West,Stop,3,4,10,3,1,14,3,24,16,10,0,7,27,0,0,179,South
9,4,North,South,East,West,Stop,3,4,10,3,1,14,3,25,16,11,0,6,27,0,0,178,South
9,3,North,None,East,West,Stop,3,4,9,3,1,14,4,24,16,11,0,6,27,0,0,177,South
10,3,North,None,East,West,Stop,3,4,9,3,1,14,3,23,16,12,0,4,25,0,0,176,East
11,3,North,None,None,West,Stop,3,4,9,3,1,14,4,22,16,13,0,4,23,0,0,175,East
11,4,North,South,None,West,Stop,3,5,9,3,1,14,4,21,16,11,0,3,22,0,0,174,North
11,5,North,South,None,West,Stop,3,4,9,3,1,13,4,21,16,11,0,3,20,0,0,173,North
11,6,North,South,None,West,Stop,3,3,9,3,1,13,4,21,15,11,0,4,20,0,0,172,North
11,7,North,South,None,West,Stop,3,4,9,3,1,14,4,21,16,9,0,6,20,0,0,171,North
11,8,North,South,None,West,Stop,3,4,8,3,1,13,4,21,17,7,0,6,18,0,0,170,North
11,9,North,South,None,West,Stop,3,3,8,3,1,13,5,20,17,9,0,6,16,0,0,169,North
11,10,North,South,None,West,Stop,3,3,8,3,1,13,5,20,16,10,0,7,16,0,0,168,North
11,11,North,South,None,West,Stop,3,3,9,3,1,14,5,20,17,10,0,9,14,0,0,167,North
11,12,None,South,East,West,Stop,3,3,8,3,1,13,5,19,17,12,0,9,12,0,0,166,North
12,12,None,None,East,West,Stop,3,3,7,3,1,14,5,18,17,14,0,9,10,0,0,165,East
13,12,None,South,East,West,Stop,3,3,8,3,1,14,5,17,17,14,0,8,8,0,0,164,East
13,11,North,South,East,None,Stop,3,3,7,3,1,14,5,17,16,14,0,7,10,0,0,163,South
14,11,North,South,East,West,Stop,3,3,7,3,1,14,4,17,17,15,0,7,9,0,0,162,East
14,10,North,South,East,West,Stop,3,3,6,3,1,15,4,17,17,15,0,7,10,0,0,161,South
14,9,North,South,None,West,Stop,3,3,7,3,1,15,4,17,17,13,0,6,11,0,0,160,South
14,8,North,South,East,West,Stop,3,3,6,3,1,16,4,17,17,13,0,6,11,0,0,159,South
14,7,North,South,None,West,Stop,3,4,6,3,1,16,4,16,17,11,0,5,13,0,0,158,South
14,6,North,South,East,West,Stop,3,4,6,3,1,17,4,16,18,10,0,5,13,0,0,157,South
14,5,North,South,None,West,Stop,3,5,6,3,1,17,4,16,17,10,0,4,15,0,0,156,South
14,4,North,South,East,West,Stop,3,5,5,3,1,16,4,16,18,10,0,2,15,0,0,155,South
15,4,None,South,East,West,Stop,3,4,5,3,1,16,4,16,17,12,0,1,15,0,0,154,East
16,4,None,South,East,West,Stop,2,4,4,3,1,5,1,16,18,12,0,0,15,0,0,353,East
17,4,North,South,East,West,Stop,2,4,3,3,1,5,1,15,18,14,0,0,16,0,0,352,East
17,3,North,None,East,West,Stop,2,4,3,3,1,5,1,15,18,13,0,0,17,0,0,351,South
16,3,North,None,East,West,Stop,2,3,3,3,1,5,1,15,18,13,0,0,16,0,0,350,West
15,3,North,None,East,West,Stop,2,2,3,3,1,5,1,15,18,13,0,0,14,0,0,349,West
14,3,North,None,East,West,Stop,2,2,4,3,1,5,1,15,17,13,0,0,16,0,0,348,West
14,4,North,South,East,West,Stop,2,2,3,3,1,5,1,15,18,13,0,0,15,0,0,347,North
13,4,North,South,East,None,Stop,2,2,4,3,1,5,1,15,18,11,0,0,15,0,0,346,West
13,3,North,None,East,None,Stop,2,1,4,3,1,5,1,15,17,13,0,0,16,0,0,345,South
14,3,North,None,East,West,Stop,2,1,4,3,1,5,1,15,17,14,0,0,15,0,0,344,East
14,4,North,South,East,West,Stop,2,1,4,3,1,5,1,15,17,13,0,0,15,0,0,343,North
13,4,North,South,East,None,Stop,2,1,5,3,1,5,1,16,17,13,0,0,17,0,0,342,West
13,5,North,South,East,None,Stop,2,1,4,3,1,5,1,17,17,13,0,0,15,0,0,341,North
13,6,North,South,East,None,Stop,2,1,3,3,1,5,1,17,16,15,0,0,14,0,0,340,North
14,6,North,South,East,West,Stop,2,2,3,3,1,5,1,17,16,15,0,0,14,0,0,339,East
14,7,North,South,None,West,Stop,2,2,3,3,1,5,1,17,17,16,0,0,12,0,0,338,North
14,8,North,South,East,West,Stop,2,1,3,3,1,5,1,16,17,18,0,0,12,0,0,337,North
14,9,North,South,None,West,Stop,2,2,3,3,1,5,1,17,17,18,0,0,10,0,0,336,North
14,10,North,South,East,West,Stop,2,3,3,3,1,5,1,16,17,18,0,0,9,0,0,335,North
14,11,North,South,East,West,Stop,2,3,4,3,1,5,1,16,17,18,0,0,9,0,0,334,North
14,12,North,South,East,West,Stop,2,3,5,3,1,5,1,17,17,18,0,0,7,0,0,333,North
14,13,North,South,None,None,Stop,2,2,5,3,1,5,1,17,16,20,0,0,7,0,0,332,North
14,14,North,South,East,West,Stop,2,2,5,3,1,5,1,17,17,21,0,0,7,0,0,331,North
14,15,North,South,East,West,Stop,2,1,5,3,1,5,1,17,18,23,0,0,6,0,0,330,North
14,16,North,South,East,West,Stop,2,1,5,3,1,5,1,17,18,24,0,0,4,0,0,329,North
14,17,North,South,East,None,Stop,2,1,5,3,1,5,1,17,17,25,0,0,2,0,0,328,North
15,17,North,South,East,West,Stop,2,1,6,3,1,5,1,16,17,25,0,0,1,0,0,327,East
16,17,North,South,East,West,Stop,1,1,6,3,1,5,1,7,1,26,0,0,0,0,0,526,East
16,16,North,South,East,West,Stop,1,1,5,3,1,5,1,7,1,26,0,0,0,0,0,525,South
16,15,North,South,East,West,Stop,1,1,4,3,1,5,1,7,1,26,0,0,0,0,0,524,South
16,14,North,None,East,West,Stop,1,1,3,3,1,5,1,7,1,26,0,0,0,0,0,523,South
15,14,North,None,East,West,Stop,1,1,4,3,1,5,1,7,1,24,0,0,0,0,0,522,West
14,14,North,South,East,West,Stop,1,1,4,3,1,5,1,7,1,23,0,0,0,0,0,521,West
14,13,North,South,None,None,Stop,1,1,3,3,1,5,1,7,1,23,0,0,0,0,0,520,South
14,12,North,South,East,West,Stop,1,2,3,3,1,5,1,7,1,21,0,0,0,0,0,519,South
14,11,North,South,East,West,Stop,1,2,4,3,1,5,1,7,1,19,0,0,0,0,0,518,South
14,10,North,South,East,West,Stop,1,2,3,3,1,5,1,7,1,19,0,0,0,0,0,517,South
14,9,North,South,None,West,Stop,1,3,3,3,1,5,1,7,1,17,0,0,0,0,0,516,South
13,9,North,South,East,None,Stop,1,3,4,3,1,5,1,7,1,15,0,0,0,0,0,515,West
13,8,North,South,East,None,Stop,1,4,4,3,1,5,1,7,1,13,0,0,0,0,0,514,South
13,7,North,South,East,None,Stop,1,5,4,3,1,5,1,7,1,11,0,0,0,0,0,513,South
1,18,None,South,East,None,Stop,4,5,9,11,3,17,6,25,13,13,25,28,29,0,0,0,Stop
1,17,North,South,None,None,Stop,4,5,8,11,4,17,6,25,13,13,23,27,28,0,0,-1,South
1,16,North,South,East,None,Stop,4,5,9,10,4,18,6,25,13,11,21,27,27,0,0,-2,South
2,16,None,South,East,West,Stop,4,5,9,10,3,17,6,25,13,10,21,25,26,0,0,-3,East
2,15,North,South,East,West,Stop,4,6,9,10,3,18,6,25,13,10,20,25,24,0,0,-4,South
2,14,North,None,East,West,Stop,4,5,9,11,3,18,5,25,14,8,20,25,24,0,0,-5,South
3,14,North,None,East,West,Stop,4,5,10,11,4,18,5,25,15,6,18,24,22,0,0,-6,East
4,14,North,None,East,West,Stop,4,5,9,11,3,18,5,25,14,6,18,23,22,0,0,-7,East
5,14,North,None,East,West,Stop,4,5,10,10,3,18,6,25,13,4,16,21,21,0,0,-8,East
6,14,North,None,East,West,Stop,4,5,9,10,3,19,6,25,13,6,15,21,19,0,0,-9,East
7,14,North,None,East,West,Stop,4,5,8,9,3,19,6,25,14,8,13,20,19,0,0,-10,East
8,14,North,South,East,West,Stop,4,4,8,9,4,19,6,25,13,10,11,19,18,0,0,-11,East
8,13,North,South,East,None,Stop,4,4,7,10,4,19,6,25,13,10,11,18,17,0,0,-12,South
8,12,North,South,East,West,Stop,4,4,6,10,5,20,6,25,13,10,9,18,18,0,0,-13,South
8,11,North,South,East,None,Stop,4,4,6,10,6,21,6,25,13,9,7,18,19,0,0,-14,South
9,11,North,South,East,West,Stop,4,4,7,10,5,20,6,25,13,9,7,16,18,0,0,-15,East
9,10,North,South,East,West,Stop,4,4,6,11,5,19,6,25,13,9,7,14,19,0,0,-16,South
9,9,North,South,East,West,Stop,4,3,6,11,5,19,5,25,13,9,6,14,20,0,0,-17,South
9,8,North,South,East,West,Stop,4,3,6,11,6,20,5,25,13,8,4,14,21,0,0,-18,South
9,7,North,South,East,West,Stop,4,2,6,11,7,20,4,25,13,8,2,14,22,0,0,-19,South
10,7,North,South,East,West,Stop,4,2,5,11,7,20,3,25,13,10,1,14,21,0,0,-20,East
11,7,North,South,None,West,Stop,3,1,5,3,1,21,3,25,13,12,0,14,21,0,0,179,East
11,6,North,South,None,West,Stop,3,1,4,3,1,22,3,25,14,12,0,14,21,0,0,178,South
10,6,North,South,East,West,Stop,3,1,3,3,1,21,3,24,14,12,0,14,22,0,0,177,West
10,5,North,South,East,West,Stop,3,2,3,3,1,21,4,24,14,10,0,12,24,0,0,176,South
10,4,North,South,East,West,Stop,3,2,3,3,1,21,3,25,14,9,0,12,24,0,0,175,South
10,3,North,None,East,West,Stop,3,2,3,3,1,21,4,24,14,8,0,12,26,0,0,174,South
9,3,North,None,East,West,Stop,3,2,3,3,1,22,4,25,14,7,0,14,27,0,0,173,West
8,3,North,None,East,West,Stop,3,2,3,3,1,21,4,25,14,6,0,14,27,0,0,172,West
7,3,None,None,East,West,Stop,3,1,3,3,1,21,4,24,14,6,0,15,29,0,0,171,West
6,3,None,None,East,West,Stop,3,1,3,3,1,22,4,24,15,5,0,17,30,0,0,170,West
5,3,North,None,East,West,Stop,3,1,4,3,1,23,4,24,15,5,0,19,32,0,0,169,West
5,4,North,South,None,West,Stop,3,2,4,3,1,23,4,24,16,3,0,18,32,0,0,168,North
4,4,North,South,East,West,Stop,3,2,4,3,1,23,5,25,16,2,0,20,34,0,0,167,West
3,4,North,South,East,West,Stop,2,1,1,3,1,23,6,25,17,0,0,22,36,0,0,366,West
3,5,North,South,East,West,Stop,2,1,1,3,1,24,6,25,18,0,0,22,34,0,0,365,North
3,6,North,South,East,West,Stop,2,1,1,3,1,24,7,24,18,0,0,22,33,0,0,364,North
3,7,North,South,East,None,Stop,2,1,1,3,1,24,8,24,18,0,0,22,31,0,0,363,North
4,7,North,South,East,West,Stop,2,1,1,3,1,23,8,23,18,0,0,20,29,0,0,362,East
4,8,North,South,East,West,Stop,2,1,1,3,1,22,8,22,18,0,0,18,28,0,0,361,North
5,8,North,South,East,West,Stop,2,1,1,3,1,21,8,22,18,0,0,16,27,0,0,360,East
1,18,None,South,East,None,Stop,4,5,9,11,3,17,6,25,13,13,25,28,29,0,0,0,Stop
1,17,North,South,None,None,Stop,4,5,9,11,3,17,6,25,13,12,24,27,28,0,0,-1,South
1,16,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,11,23,26,27,0,0,-2,South
2,16,None,South,East,West,Stop,4,5,9,11,3,17,6,25,13,10,22,25,26,0,0,-3,East
2,15,North,South,East,West,Stop,4,5,9,11,3,17,6,25,13,9,21,24,25,0,0,-4,South
2,14,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,8,20,23,24,0,0,-5,South
3,14,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,7,19,22,23,0,0,-6,East
4,14,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,6,18,21,22,0,0,-7,East
5,14,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,5,17,20,21,0,0,-8,East
6,14,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,6,16,19,20,0,0,-9,East
7,14,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,7,15,18,19,0,0,-10,East
8,14,North,South,East,West,Stop,4,5,9,11,3,17,6,25,13,8,14,17,18,0,0,-11,East
8,13,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,7,13,16,17,0,0,-12,South
8,12,North,South,East,West,Stop,4,5,9,11,3,17,6,25,13,6,12,15,18,0,0,-13,South
8,11,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,5,11,14,19,0,0,-14,South
8,10,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,4,10,13,20,0,0,-15,South
8,9,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,3,9,12,21,0,0,-16,South
8,8,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,4,8,11,22,0,0,-17,South
8,7,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,5,7,10,23,0,0,-18,South
8,6,North,South,East,West,Stop,4,5,9,11,3,17,6,25,13,6,6,9,24,0,0,-19,South
7,6,None,None,East,West,Stop,4,5,9,11,3,17,6,25,13,5,7,10,25,0,0,-20,West
6,6,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,4,8,11,26,0,0,-21,West
6,7,North,South,None,West,Stop,4,5,9,11,3,17,6,25,13,3,9,12,25,0,0,-22,North
5,7,North,South,East,West,Stop,4,5,9,11,3,17,6,25,13,2,10,13,26,0,0,-23,West
5,8,North,South,East,West,Stop,4,5,9,11,3,17,6,25,13,1,11,14,25,0,0,-24,North
5,9,North,South,East,West,Stop,3,1,1,11,3,17,6,25,13,0,12,15,24,0,0,175,North
6,9,North,South,None,West,Stop,3,1,1,11,3,17,6,25,13,0,11,14,23,0,0,174,East
6,8,North,South,None,West,Stop,3,1,1,11,3,17,6,25,13,0,10,13,24,0,0,173,South
6,7,North,South,None,West,Stop,3,1,1,11,3,17,6,25,13,0,9,12,25,0,0,172,South
6,6,North,None,East,West,Stop,3,1,1,11,3,17,6,25,13,0,8,11,26,0,0,171,South
7,6,None,None,East,West,Stop,3,1,1,11,3,17,6,25,13,0,7,10,25,0,0,170,East
8,6,North,South,East,West,Stop,3,1,1,11,3,17,6,25,13,0,6,9,24,0,0,169,East
8,5,North,South,East,None,Stop,3,1,1,11,3,17,6,25,13,0,5,10,25,0,0,168,South
9,5,North,South,East,West,Stop,3,1,1,11,3,17,6,25,13,0,4,9,24,0,0,167,East
9,4,North,South,East,West,Stop,3,1,1,11,3,17,6,25,13,0,3,10,25,0,0,166,South
9,3,North,None,East,West,Stop,3,1,1,11,3,17,6,25,13,0,2,11,26,0,0,165,South
10,3,North,None,East,West,Stop,3,1,1,11,3,17,6,25,13,0,1,10,25,0,0,164,East
11,3,North,None,None,West,Stop,2,1,1,3,1,17,6,25,13,0,0,9,24,0,0,363,East
1,18,None,South,East,None,Stop,4,5,9,11,3,17,6,25,13,13,25,28,29,0,0,0,Stop
1,17,North,South,None,None,Stop,4,5,9,11,3,17,6,25,13,12,24,27,28,0,0,-1,South
1,16,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,11,23,26,27,0,0,-2,South
2,16,None,South,East,West,Stop,4,5,9,11,3,17,6,25,13,10,22,25,26,0,0,-3,East
2,15,North,South,East,West,Stop,4,5,9,11,3,17,6,25,13,9,21,24,25,0,0,-4,South
2,14,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,8,20,23,24,0,0,-5,South
3,14,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,7,19,22,23,0,0,-6,East
4,14,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,6,18,21,22,0,0,-7,East
5,14,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,5,17,20,21,0,0,-8,East
6,14,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,6,16,19,20,0,0,-9,East
7,14,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,7,15,18,19,0,0,-10,East
8,14,North,South,East,West,Stop,4,5,9,11,3,17,6,25,13,8,14,17,18,0,0,-11,East
8,13,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,7,13,16,17,0,0,-12,South
8,12,North,South,East,West,Stop,4,5,9,11,3,17,6,25,13,6,12,15,18,0,0,-13,South
8,11,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,5,11,14,19,0,0,-14,South
8,10,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,4,10,13,20,0,0,-15,South
8,9,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,3,9,12,21,0,0,-16,South
8,8,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,4,8,11,22,0,0,-17,South
8,7,North,South,East,None,Stop,4,5,9,11,3,17,6,25,13,5,7,10,23,0,0,-18,South
8,6,North,South,East,West,Stop,4,5,9,11,3,17,6,25,13,6,6,9,24,0,0,-19,South
7,6,None,None,East,West,Stop,4,5,9,11,3,17,6,25,13,5,7,10,25,0,0,-20,West
6,6,North,None,East,West,Stop,4,5,9,11,3,17,6,25,13,4,8,11,26,0,0,-21,West
6,7,North,South,None,West,Stop,4,5,9,11,3,17,6,25,13,3,9,12,25,0,0,-22,North
5,7,North,South,East,West,Stop,4,5,9,11,3,17,6,25,13,2,10,13,26,0,0,-23,West
5,8,North,South,East,West,Stop,4,5,9,11,3,17,6,25,13,1,11,14,25,0,0,-24,North
5,9,North,South,East,West,Stop,3,1,1,11,3,17,6,25,13,0,12,15,24,0,0,175,North
6,9,North,South,None,West,Stop,3,1,1,11,3,17,6,25,13,0,11,14,23,0,0,174,East
6,8,North,South,None,West,Stop,3,1,1,11,3,17,6,25,13,0,10,13,24,0,0,173,South
6,7,North,South,None,West,Stop,3,1,1,11,3,17,6,25,13,0,9,12,25,0,0,172,South
6,6,North,None,East,West,Stop,3,1,1,11,3,17,6,25,13,0,8,11,26,0,0,171,South
7,6,None,None,East,West,Stop,3,1,1,11,3,17,6,25,13,0,7,10,25,0,0,170,East
8,6,North,South,East,West,Stop,3,1,1,11,3,17,6,25,13,0,6,9,24,0,0,169,East
8,5,North,South,East,None,Stop,3,1,1,11,3,17,6,25,13,0,5,10,25,0,0,168,South
9,5,North,South,East,West,Stop,3,1,1,11,3,17,6,25,13,0,4,9,24,0,0,167,East
9,4,North,South,East,West,Stop,3,1,1,11,3,17,6,25,13,0,3,10,25,0,0,166,South
9,3,North,None,East,West,Stop,3,1,1,11,3,17,6,25,13,0,2,11,26,0,0,165,South
1,18,None,South,East,None,Stop,4,5,9,11,3,17,6,25,13,13,25,28,29,0,0,0,Stop
1,17,North,South,None,None,Stop,4,5,10,11,3,18,6,25,13,11,24,28,28,0,0,-1,South
1,16,North,South,East,None,Stop,4,5,9,11,3,19,6,25,13,11,23,28,26,0,0,-2,South
2,16,None,South,East,West,Stop,4,5,8,10,3,19,5,25,14,11,21,28,25,0,0,-3,East
2,15,North,South,East,West,Stop,4,5,7,9,3,20,5,25,14,11,19,28,23,0,0,-4,South
